,,Correlation Coefficient,Population,Sale Price,Density,Population Increase Rate,Sale Price Increase Rate
Lee County,NC,0.47268316029757146,61452.0,144677.0,240.9296969,0.24190614769006913,0.34878105626252737
Effingham County,GA,0.28341992629385976,62190.0,187500.0,129.88932676,0.6471990464839095,0.330579919952312
Washington County,OH,-0.7016314214593418,60155.0,130609.0,95.185869079,-0.04787907565685343,0.44979353521001686
Columbia County,NY,-0.5308741645456229,59916.0,245489.0,94.405939313,-0.049646290010468545,1.1923162792359145
Walla Walla County,WA,0.7978801225591182,60922.0,266745.0,47.968850748,0.10409945992968211,1.2693976518631955
Laurel County,KY,0.924956056808061,60669.0,130624.0,139.79438774,0.14642857142857144,0.8522709547510671
Otsego County,NY,-0.5286943335528824,59749.0,155463.0,59.645963493,-0.03412544455221468,1.710445106961661
Mercer County,WV,-0.6229423651269714,59131.0,74820.0,141.13583697,-0.06008488181717029,0.3971466985360024
Pike County,KY,-0.9441405711049976,58402.0,61906.0,74.233833406,-0.1474907307389134,0.9586787318863507
Granville County,NC,0.7721566325153733,60115.0,158726.0,113.00004451,0.23125921677863345,0.42675056179775284
Cumberland County,TN,0.7595166119965558,59673.0,151990.0,87.622171673,0.2689093499479023,0.48268461613501124
Garfield County,CO,0.8996908142424855,59770.0,404605.0,20.277894093,0.3505208215649502,2.192200271404677
Sandusky County,OH,-0.1700328293368554,58799.0,123695.0,143.95469686,-0.04874458034038698,0.2991807583237055
Duplin County,NC,0.7164733806265086,58856.0,97548.0,72.239216823,0.1953854902916565,0.46003711908040473
Rutland County,VT,-0.5805134020234115,58672.0,180920.0,63.100615945,-0.07417985577454121,0.7273742803402808
Washington County,VT,0.2290475946661459,58140.0,234134.0,84.623730996,0.00117096018735363,0.9990949453551913
Huron County,OH,0.7065637496933814,58504.0,118846.0,119.03282408,-0.01857039808089111,0.10826588086090493
Hood County,TX,0.9626014760579307,60537.0,233284.0,143.89457243,0.46497108148004745,0.853549238030161
Genesee County,NY,-0.4674272252788374,57511.0,129140.0,116.67014004,-0.05001734419134773,0.5886528312563816
Pickaway County,OH,0.5147123593216144,58086.0,184234.0,115.8854543,0.09994697773064687,0.3872833240463246
Oxford County,ME,0.39356718064792534,57618.0,168239.0,27.74197472,0.051672842097577894,0.2814401815841388
Union County,OH,0.8087369883517108,57835.0,254226.0,133.95488205,0.3990759107842663,0.6318296189791517
Hawkins County,TN,0.8613257823680744,56530.0,120926.0,116.06505489,0.05330824125659133,0.5543387447139423
Jefferson County,WV,0.6246391226754596,56811.0,223401.0,271.43908735,0.3372013651877133,0.4031051570478398
Carter County,TN,-0.3130507238605575,56351.0,117540.0,165.12710765,-0.007712761274190424,0.779291553133515
Columbus County,NC,0.617646026399931,55655.0,97143.0,59.326324437,0.016362607060026662,0.5606805475226528
Autauga County,AL,0.841829196253389,55601.0,194237.0,93.534505205,0.2630562685990777,0.3729519204942251
Seneca County,OH,-0.4433842309739283,55207.0,110289.0,100.18939417,-0.0577080630845907,0.31077965295935345
Chisago County,MN,0.5982225602230543,55922.0,252762.0,134.78282993,0.34392348177164694,0.913631373736609
Coffee County,TN,0.8663429309342311,55700.0,156320.0,129.84750636,0.15502654280026543,0.6222835675294215
Windsor County,VT,-0.6565036824878795,55286.0,255415.0,57.020696079,-0.03746648560186636,0.8139496896439072
Grady County,OK,0.9458973484210759,55551.0,133387.0,50.477497275,0.21998945842667017,0.4938292344218967
Watauga County,NC,0.800038432934773,55945.0,250185.0,179.07064609,0.30392728120265705,0.6055820102424562
Carson City,NV,0.6063934614656332,55414.0,304411.0,383.05842133,0.05413940039567798,1.0956573820374782
Eagle County,CO,0.8174005362048715,54993.0,709342.0,32.64703072,0.31057410452563095,0.9461219786551072
Jefferson County,TN,0.960038336821502,54012.0,150170.0,196.46099392,0.21195530224835077,0.7496009600260978
Fulton County,NY,-0.4264757782350317,53591.0,113897.0,108.16419601,-0.02519281140861467,1.0764420622766717
Gila County,AZ,0.8576410422076026,53889.0,205171.0,11.325986655,0.04981298215538066,1.585645872715816
Camden County,GA,0.7615354860271095,53677.0,171860.0,85.160835276,0.2248311427528295,0.7310287866884229
Roane County,TN,-0.3321725854185607,53140.0,154514.0,147.3123174,0.022768828069365053,0.281742015761095
Jessamine County,KY,0.8235649290029765,53920.0,176122.0,313.18782906,0.3749490004079967,0.4633299268011001
Saint Charles Parish,LA,0.9804131377914289,52879.0,187728.0,190.38744078,0.09894426202252796,0.5943606947216442
Dickson County,TN,0.8643535262612428,53446.0,174633.0,109.09612024,0.23255384899220516,0.68574434812827
Edgecombe County,NC,-0.07614460482543339,52005.0,81452.0,102.89194756,-0.06200963151344624,0.25216375347814723
Loudon County,TN,0.9474012223143059,53054.0,228947.0,231.40198094,0.35245232996838993,0.6879266872115484
Washington County,OK,0.8075852265921307,51843.0,111974.0,124.78650707,0.058301181946230636,0.4641717663057691
Venango County,PA,-0.8554050733438202,51266.0,85976.0,76.030269492,-0.10694190401532967,0.8020540767134773
Worcester County,MD,0.5565513007231638,51823.0,258703.0,110.664662,0.10666695139660032,0.8032104720216355
Darke County,OH,-0.7276432131241622,51323.0,145246.0,85.810038108,-0.03692931264190952,0.393019843286946
Wayne County,PA,0.9409612093624901,51276.0,155309.0,70.668793168,0.07175553372489184,0.6956426801174762
Columbia County,OR,0.8474519888607217,52377.0,297174.0,79.58647939,0.20037127011046432,0.8672455718154457
Halifax County,NC,-0.24123355640649638,50574.0,76645.0,69.879071038,-0.11747460998848289,0.23501450209474703
Franklin County,KY,0.9180561857804718,50815.0,146738.0,244.48979955,0.06112178416304711,0.5483591853962224
Somerset County,ME,0.3690442183448872,50592.0,121096.0,12.891799116,-0.005543106498407831,0.20557109719553596
Franklin County,NY,-0.1271837122315891,50293.0,115158.0,30.869495292,-0.014712796802758405,1.0195009031443452
LeFlore County,OK,0.8009004812546434,49980.0,82363.0,31.448151853,0.0389988358556461,0.6885622321996022
Queen Annes County,MD,0.4579274361909739,50251.0,327033.0,135.1983983,0.23276010107205064,0.7118292740377821
Montgomery County,NY,0.13709074424289297,49455.0,120758.0,122.68164792,-0.0030238887208950713,0.9582272528256603
Gibson County,TN,0.06963728272110108,49045.0,84397.0,81.369382111,0.019116883116883115,0.2512156792978711
Franklin County,VT,0.8458855552866431,49421.0,217902.0,77.93649456,0.08546013617395123,0.8224868897568646
Bristol County,RI,-0.519434059259653,48649.0,349475.0,2015.5640205,-0.04039686766475334,1.3205049036207779
Shelby County,OH,0.16679724480826277,48627.0,153530.0,119.27277715,0.005521091811414392,0.4734447878078274
Tioga County,NY,-0.686725123506226,48560.0,137262.0,93.634851234,-0.06323546433118561,0.8727334743161198
Crittenden County,AR,-0.4436740964217894,48342.0,106601.0,79.20594433,-0.05053520573504861,0.38231022588760083
Cherokee County,OK,0.9200119597610525,48675.0,111825.0,64.960603089,0.1416676439544975,0.4274499291540612
Lincoln County,OR,0.900181541420632,49388.0,290076.0,50.375392612,0.1144256154523095,1.2705114356830884
Newaygo County,MI,0.5508547528070825,48892.0,132901.0,58.281297207,0.01917785374801968,0.4728973412685219
Bedford County,PA,-0.7520254333919959,48176.0,148025.0,47.590526685,-0.03509053036372376,1.115609993139721
Carter County,OK,0.9059050300288403,48177.0,94872.0,58.59668185,0.05774255164994401,0.7358656274014711
Bedford County,TN,0.7361172209010246,49038.0,164672.0,103.5345106,0.2970956990953817,0.6604686806759973
Carroll County,NH,0.8968685407422264,48779.0,262673.0,52.345736234,0.11096180563463684,1.034300893728412
Douglas County,NV,0.5765719545932825,48467.0,431446.0,68.290161669,0.16948579977318246,1.0483402332029321
Chenango County,NY,-0.6717057933868412,47536.0,109411.0,53.196506274,-0.07382367267413541,1.028947612424664
Cortland County,NY,-0.3870533854042888,47823.0,133447.0,95.881315458,-0.017867044544390365,1.0814343424890427
Greene County,NY,0.02761412574197441,47491.0,197310.0,73.383538326,-0.010315508690034593,1.312018842057159
Laurens County,GA,0.3813822774199728,47325.0,115448.0,58.621547066,0.053281698604526945,0.4912486921477195
Boyd County,KY,-0.8848980603861905,47240.0,91754.0,295.49527576,-0.04809881717613396,0.3992862807295797
Lincoln Parish,LA,0.9125412445827478,47196.0,157810.0,100.04621122,0.10853787433940106,0.7168376505401495
Osage County,OK,0.9260999932893175,47014.0,115800.0,20.927183441,0.054622131496893156,0.4399582188288837
Beaufort County,NC,0.6866228774307598,47079.0,147173.0,56.587160777,0.04736373748609566,0.43635263460956636
Allegany County,NY,-0.6649595522127317,46430.0,78224.0,45.105703083,-0.06802625504325659,0.8982721801591924
Logan County,OK,0.9388906284300111,47291.0,181167.0,63.577353782,0.3922630788706686,0.6352140516828985
Santa Cruz County,AZ,0.6707367351154336,46511.0,165112.0,37.602208146,0.2052916634274016,1.3025282739962905
Marshall County,IN,0.5590880193322747,46248.0,159404.0,104.2514312,0.022213381075525496,0.42906834970953167
Bryan County,OK,0.9597568838311146,47192.0,117241.0,52.174188208,0.28925800458966233,0.7239802370379084
Saint Bernard Parish,LA,-0.7649494291927735,46721.0,141025.0,123.76027075,-0.30555307827224354,0.5899635838867154
Henderson County,KY,0.42358371738502687,45591.0,124775.0,104.44858124,0.017043299796997344,0.3388306490552271
Chesterfield County,SC,0.6640066338514131,45754.0,107792.0,57.267338477,0.0662534082170073,0.793991844886411
Stokes County,NC,0.4967045869056392,45467.0,140907.0,101.25972361,0.015364344893811832,0.465598119467876
Nelson County,KY,0.8574571415493637,45851.0,155172.0,109.81920283,0.21743401837395784,0.5465390940349828
Colquitt County,GA,0.5040164522066939,45592.0,97184.0,83.345601713,0.08191741813004272,0.7008645734887465
Macoupin County,IL,-0.5563035599933319,45313.0,88880.0,52.511250512,-0.07471616433880585,0.5736543909348442
Hopkins County,KY,-0.23377017411537065,45068.0,91585.0,83.141192966,-0.030023889976970922,0.3768660643143858
Delaware County,NY,-0.5182008214276497,44527.0,156868.0,30.869642403,-0.06971836871134882,1.1368750851382645
Greene County,AR,0.9177100727654695,45325.0,112690.0,78.459263269,0.20663951228602614,0.5390183278249706
Stevens County,WA,0.8771547865746261,45260.0,263317.0,18.269200381,0.1255906490922656,1.0535222691008914
Thomas County,GA,0.5303601532319943,44448.0,144449.0,81.614461753,0.03780148964486679,0.4986357081349145
Vance County,NC,0.5490839841994548,44582.0,88116.0,176.63366718,0.03297110683750782,0.22849136308503074
Kay County,OK,-0.8067989811505757,44161.0,66240.0,48.020069301,-0.07909663427451308,0.3164275209666521
Pittsburg County,OK,0.4733302066980837,43877.0,92293.0,33.610377675,-0.0023873402755672777,0.5089925116902652
Madison County,OH,0.5990778542102667,44413.0,184485.0,95.341324959,0.10430652941468994,0.4466915512617431
Barren County,KY,0.8518757868286877,44176.0,126050.0,90.601808363,0.15862358371800253,0.4710344505648399
Stephens County,OK,0.42073763740879405,43265.0,90833.0,49.715739316,0.0034557936728824568,0.6878751277524854
Brown County,OH,0.3041757305024738,43602.0,136341.0,88.980555034,0.02433867405910821,0.37188826950554427
Miller County,AR,0.8756408353491212,43592.0,105663.0,69.666031456,0.07804926303294095,0.57546072642691
Branch County,MI,0.04732179367579269,43622.0,123338.0,86.139137716,-0.0491117166212534,0.3614818249053438
Lawrence County,TN,0.8292067768548613,43734.0,109331.0,70.867218047,0.09499248873309965,0.45361839043782326
Shenandoah County,VA,0.8162628958516275,43497.0,216568.0,85.612057125,0.23430760499432463,0.8185085354896675
Sullivan County,NH,0.861744561679473,43144.0,185427.0,80.261384104,0.06415410798411562,0.7375744967952322
Coffee County,GA,0.3192826139248581,43093.0,108196.0,72.755654622,0.14633432645243669,0.4188150751396575
Highland County,OH,0.7332362161070308,43058.0,111177.0,77.850792979,0.04970867159121383,0.3077646948113818
Windham County,VT,-0.24170434125180046,42756.0,236079.0,54.431104652,-0.029904251939919226,0.8216534460940152
Butler County,MO,0.8440443221963411,42639.0,122903.0,61.380230935,0.04440797530985156,0.5699431564156607
Delaware County,OK,0.9550974996627478,42733.0,140995.0,57.893474073,0.15158456397542308,0.7996221935747381
Pettis County,MO,0.5152129712091721,42542.0,93459.0,62.357760023,0.07739451957655878,0.5142662713264959
Ohio County,WV,-0.9527857380542761,41755.0,105812.0,394.54710557,-0.1180322328538538,0.5495643259866735
Fulton County,OH,0.5227427141689238,42276.0,150818.0,104.27029796,0.004085122553676611,0.3152694323563013
Mississippi County,AR,-0.6336536046012683,41239.0,87801.0,45.791823127,-0.20463268336901386,0.3273617851149712
Polk County,GA,0.34492946767588956,42470.0,108173.0,136.85414441,0.11242076588611243,0.3277485240146801
Franklin County,TN,0.9424687988196655,41890.0,161080.0,75.547238892,0.06595755509186219,0.6655809576987106
Sequoyah County,OK,0.6821904294054273,41179.0,93800.0,61.162045355,0.05478995901639344,0.5164497615390833
Montrose County,CO,0.8801371964197842,42214.0,274403.0,18.837579193,0.25640644066787704,1.1009662501531299
Baxter County,AR,0.9599916625795668,41619.0,134931.0,75.093934913,0.08253134266243563,0.6489386403353334
Sanilac County,MI,0.7407863208320226,41182.0,108621.0,42.783369497,-0.07489441998382604,0.05003625114795302
Okeechobee County,FL,0.5348854212358254,41537.0,197866.0,54.024408265,0.15647186569034163,0.6502034961302375
Preble County,OH,-0.6429915567870094,40997.0,142381.0,96.63944105,-0.0326561430829853,0.39579636691599596
Danville City,VA,-0.7035916196495559,40693.0,84248.0,950.83074816,-0.15406203226342924,0.45848625441451424
Mayes County,OK,0.7817909938454541,41107.0,120520.0,62.722175578,0.07013250722411683,0.6288907810620498
Tioga County,PA,-0.27843049602669756,40763.0,150422.0,35.953402817,-0.013217458665181921,1.0792602012606436
Orleans County,NY,-0.6618354932302151,40612.0,111975.0,103.79715242,-0.0807189098646385,0.7579872831462439
Hendry County,FL,0.625933420898425,41556.0,134791.0,35.940976517,0.14621431526685974,0.8815047459519821
Warren County,TN,0.8361588830062513,40878.0,108689.0,94.477709153,0.06533580047431654,0.42533604353812865
Ottawa County,OH,-0.10277793109647677,40769.0,177574.0,160.04225802,-0.005221677280823756,0.3523265554793999
Tift County,GA,0.3940255546884138,40571.0,138798.0,155.50308612,0.05796912485657661,0.5435892303072766
Levy County,FL,0.6173008346736749,40770.0,237554.0,36.459294309,0.17682715621752684,0.8382833175986256
Wyoming County,NY,-0.6203112546424989,40085.0,127761.0,67.62542136,-0.07636120647941197,0.7552963481988294
Wayne County,WV,-0.5668578334916401,39944.0,89014.0,78.941561214,-0.06996670469626767,0.46387751410199485
Cheatham County,TN,0.8797300815401868,40439.0,213286.0,133.6961678,0.12396119958864893,0.7988799487205438
Fayette County,TN,0.8807034702574712,40507.0,234919.0,57.4750612,0.39280679434721316,0.5284155600809364
Mower County,MN,0.22967979151630752,40011.0,118349.0,56.248273937,0.03470480229641315,0.47677813825804843
Campbell County,TN,-0.15362062068796556,39583.0,122784.0,82.436631536,-0.007447342026078235,0.6628385698808233
Knox County,ME,0.4276780511666625,39771.0,241961.0,108.92257693,0.002647103312660717,0.6322137600259038
Murray County,GA,0.7088411220569022,39921.0,136937.0,115.88302809,0.08667011459836133,0.4619556514033758
Isanti County,MN,0.637561208345358,39966.0,209003.0,91.718797307,0.27041546139419564,0.5880118225403266
Person County,NC,0.6725676068464547,39507.0,138126.0,100.69724767,0.10481277440644313,0.39213255525655366
McClain County,OK,0.9218114364847841,39985.0,173051.0,70.061758052,0.43505724437425974,0.6340519154320463
Dallas County,AL,-0.7114265042476888,38310.0,59357.0,39.142243533,-0.1707433222217412,0.5247893547061241
Guernsey County,OH,-0.2557948420253352,39022.0,106533.0,74.718453789,-0.0436487513173051,0.2731607629427793
Champaign County,OH,-0.054261767612148834,38754.0,141130.0,90.336856166,-0.00480213656557356,0.34378808653260207
Calloway County,KY,0.9285794730449868,39135.0,137182.0,101.64139126,0.14563817330210774,0.5367605050018484
Okmulgee County,OK,-0.6836386171877872,38335.0,70411.0,54.972538726,-0.03255520504731861,0.5327064150286249
Pontotoc County,OK,0.9452512178427551,38247.0,109739.0,53.089679585,0.08817002389894162,0.8156083518083452
Prince George County,VA,0.5507238816697377,38082.0,224780.0,143.51874054,0.15051359516616314,0.7107195859812018
Defiance County,OH,-0.5914639003743994,38165.0,121329.0,92.757380038,-0.0328425534071615,0.3693708945621995
Oconee County,GA,0.5940027805740171,39272.0,313887.0,213.05264292,0.5178171137048775,0.5255673119450209
Graham County,AZ,0.49261531741299575,38072.0,184867.0,8.2358796196,0.1413838589758964,0.9524835503733511
Essex County,NY,-0.5603784730879323,37300.0,157581.0,20.790159216,-0.04140217419238776,1.3065472269793177
Independence County,AR,0.8318543183708053,37678.0,98668.0,49.319726544,0.09742813037019776,0.5335644010631188
Dyer County,TN,-0.254359218666902,37320.0,104439.0,72.842869051,-0.00013395847287340923,0.1987534864501911
Boone County,AR,0.9045342639457441,37480.0,128026.0,63.526433563,0.10070188834395466,0.5111126848671553
Talbot County,MD,0.7325164697861235,36968.0,316209.0,137.65345199,0.09066233957810886,0.826235359345762
Bryan County,GA,0.6237121751191027,38109.0,237870.0,87.096228739,0.6234557382636108,0.5865086405261016
Jasper County,IA,-0.49543164640470516,37147.0,134143.0,50.857529249,-0.00281864060990014,0.40872478287808617
De Soto County,FL,0.47630805416467115,37489.0,138592.0,58.880799073,0.16439930426139893,0.9276196834404294
Addison County,VT,0.9552347573881097,36973.0,279071.0,48.246963873,0.026970723848675073,0.8056186390781395
Williams County,OH,0.04084009810778929,36804.0,110856.0,87.49112407,-0.06109849741064823,0.19531603804101702
Isle of Wight County,VA,0.8825473006163388,36953.0,287548.0,117.06308301,0.2379979228784884,0.9061723157287654
Webster County,IA,-0.8988451522839331,36277.0,96214.0,50.686820634,-0.09834965452105185,0.40094353359154317
Floyd County,KY,-0.5863429569845819,35845.0,64417.0,91.142676769,-0.15292088099064183,0.18776044547700704
Dare County,NC,0.35703636801903005,36501.0,340986.0,95.246800658,0.21068692162260771,0.37497681395517635
Livingston County,IL,-0.7099259242154008,35761.0,111537.0,34.266082198,-0.1003748333375261,0.45258839617112717
Perry County,OH,0.5712649254059803,36033.0,118214.0,88.330450407,0.0567172057831608,0.35460879130952927
Clark County,KY,0.8875312007276088,36249.0,152474.0,143.56833501,0.09072034663296624,0.4025756600128783
Bennington County,VT,-0.2579543240568634,35631.0,238865.0,52.786933977,-0.036088191532530775,0.6871618471796466
Ware County,GA,0.23860638743966475,35680.0,79897.0,39.680920231,0.007312046526072104,0.5417880781922386
Cocke County,TN,0.875910387093278,35774.0,114240.0,82.083306656,0.06486084238726,0.7786081270434376
Sagadahoc County,ME,0.37732838465990215,35634.0,234261.0,140.30729124,0.013020241073459176,0.6578628903844929
Scotland County,NC,0.07120458168411409,34810.0,81271.0,109.07421525,-0.03154907634097485,0.2877673902709555
Lincoln County,OK,0.7762270849458466,34920.0,103387.0,36.66833863,0.08598973721038719,0.4955446260668306
Macon County,NC,0.8936741608112634,35285.0,218005.0,68.436948265,0.17777629426883407,0.5710713307677895
Seneca County,NY,0.2050455410699431,34300.0,126101.0,105.95921289,0.028701676513810996,0.7514271031542105
Lincoln County,ME,0.5744078937626568,34342.0,248082.0,75.333443925,0.019141169837077483,0.740059338855728
Clarendon County,SC,0.7942265079879934,33700.0,123700.0,55.522589532,0.03603049680275455,0.45544822392959255
Lincoln County,TN,0.8951947929505143,34117.0,139662.0,59.818483687,0.0871865141327555,0.6817831511006214
Putnam County,OH,-0.878546096002695,33780.0,151638.0,70.003955357,-0.027913669064748202,0.6232724937108601
Preston County,WV,0.9490981548072184,33839.0,120271.0,52.155190588,0.15349740932642486,0.9630633130396461
Hot Spring County,AR,0.943630853837558,33701.0,103384.0,54.779866739,0.1056758530183727,0.7314642683682527
Weakley County,TN,-0.8121492642440572,33415.0,103699.0,57.577003978,-0.043290291178744236,0.43780763418049723
Platte County,NE,0.9168616425115588,33363.0,180529.0,49.492667274,0.05914285714285714,1.2790900253752635
Logan County,WV,-0.8244009957810785,32607.0,77400.0,71.860907666,-0.13226175586129812,1.1254977344500892
Morrison County,MN,0.773010228977584,33169.0,197177.0,29.481084546,0.04242748043621736,1.0495291353969607
Caroline County,MD,0.767850873249756,33304.0,195940.0,104.25688521,0.11859738689416585,0.7266782988773154
McCurtain County,OK,-0.8863959590488429,32703.0,77135.0,17.671185613,-0.04789216257132875,0.7525503828414332
Marshall County,TN,0.8273364127469403,33683.0,147783.0,89.710786964,0.2538808025909243,0.543264411027569
Rhea County,TN,0.9112065578628571,33044.0,147078.0,104.77421807,0.16237512311805263,0.8455573262394439
Jackson County,OH,-0.33884865599991376,32384.0,84268.0,77.047817368,-0.007630312873471639,0.41634031967998386
Lumpkin County,GA,0.6888115154328193,32955.0,216504.0,116.47261993,0.550750552915157,0.6926805622879302
Wakulla County,FL,0.6231402505161401,32461.0,181474.0,53.529058508,0.41602687140115163,1.3468994503718072
Chester County,SC,-0.3260136292010877,32251.0,85509.0,55.542306233,-0.05585643607833953,0.5094795932777856
Henry County,TN,0.6899206774436322,32358.0,120129.0,57.592875012,0.0394140888503421,0.5274259993896857
Clinton County,IN,-0.5130176150961223,32250.0,111226.0,79.616417091,-0.04984974368039597,0.2599800625311523
Dorchester County,MD,0.691426631847806,31998.0,156047.0,59.172750806,0.04633596023674831,0.7655770906169739
Coos County,NH,-0.16260053692707252,31589.0,127232.0,17.602571881,-0.047318897400325716,0.6929955290611028
Ottawa County,OK,-0.9398146558020755,31175.0,76037.0,66.211585056,-0.06138977539591738,0.857188217478384
Hardin County,OH,-0.35019726910313914,31480.0,110772.0,66.92109134,-0.014772158237356035,0.36455689965261523
Pickens County,GA,0.7209955188377434,31980.0,222740.0,137.81026386,0.36596617119425934,0.5949646263569444
Petersburg City,VA,-0.5171439068150012,31567.0,78291.0,1389.3810447,-0.05941420100712136,0.34223113717018977
Schoharie County,NY,0.07965885673752725,31097.0,150953.0,50.009735114,-0.013232214253982357,0.8857810313811713
Smyth County,VA,-0.7366860909182318,30472.0,97642.0,67.512955796,-0.07881133045134375,0.7942630331318106
McDonough County,IL,-0.6556718561507953,29955.0,78159.0,50.82221616,-0.0878779574312597,0.4882326059636696
Malheur County,OR,-0.515148716918128,30725.0,159831.0,3.1073927005,-0.02584020291693088,0.91558900727495
Obion County,TN,-0.2472978038416231,30267.0,98210.0,55.551103539,-0.06890823514935245,0.21398286752617462
Caledonia County,VT,0.7130838234076511,30302.0,160650.0,46.688917646,0.021576427752680198,0.7625374395207741
Gallia County,OH,-0.8280914435320473,29979.0,109424.0,64.259439158,-0.03517636457260556,0.46046660616090973
Sumter County,GA,-0.05653411252122775,29733.0,87279.0,61.575451905,-0.11106792633341306,0.2179938039018672
Franklin County,ME,0.5359418926533586,29897.0,150037.0,17.617360562,0.013526340768865686,0.4990059046267896
Boyle County,KY,0.7343346118892022,30100.0,141961.0,166.8978582,0.08770281501824884,0.4703823008482915
Wayne County,GA,0.5750184652909208,29808.0,124443.0,46.434429869,0.12077004060761017,0.6681590906044317
Lee County,GA,0.6220017761598631,29764.0,184537.0,83.634381121,0.19977426636568849,0.5189730672988279
White County,GA,0.11175022866539762,29970.0,190634.0,124.48941848,0.48469236104230656,0.2804970612930311
Giles County,TN,-0.13422895251466663,29503.0,125904.0,48.291842768,0.0014596062457569586,0.6292979618246523
Caddo County,OK,-0.3027613863163614,28977.0,67082.0,22.676603163,-0.03528980923527649,0.8275486296518281
Garrett County,MD,-0.15159131961451208,29163.0,200948.0,44.929933082,-0.022622159662175748,1.1254217568353695
Madison County,GA,0.6021233474104315,29650.0,163821.0,105.01976724,0.14922480620155038,0.4935724444768608
Custer County,OK,0.6408795113336082,29036.0,119823.0,29.364283428,0.11394153303153533,0.45490419874207727
Mason County,MI,0.7625155374876984,29100.0,150108.0,58.79119469,0.026455026455026454,0.3978228277165765
Orange County,VT,0.7863063576492879,28999.0,198950.0,42.209318895,0.021775131249779783,0.80607502087948
Jasper County,SC,0.6097926814917591,28971.0,213280.0,44.219611226,0.39814680758650645,0.7100431359343179
Fredericksburg City,VA,0.6481867631064832,29144.0,322094.0,2788.7146333,0.49755922100611477,1.0173112454200983
Fayette County,OH,0.36896234341349454,28666.0,116504.0,70.543201358,0.006001052816283559,0.23063272419985212
Jones County,GA,0.44869259748408086,28616.0,153093.0,72.640748024,0.20427573436579413,0.36603581658056056
Marion County,TN,0.8679735588805138,28575.0,132860.0,57.350426231,0.029766838444628636,0.5745250708097794
Alpena County,MI,-0.9175489564421693,28360.0,104929.0,49.592112083,-0.09303143688637308,0.6150128518877653
Hocking County,OH,0.16089209423571563,28385.0,133697.0,67.370464718,0.004352133606963414,0.43752486425460996
Van Wert County,OH,-0.7644586799444706,28281.0,104468.0,69.120791394,-0.0454315320484693,0.46613523451315014
Pike County,OH,-0.399937337039753,28067.0,108954.0,63.747815253,0.013688240392950014,0.19767838102252366
Henderson County,TN,0.7704204229079773,27847.0,117204.0,53.551009071,0.08798593475288143,0.5526587711628647
Carroll County,AR,0.9244068788536787,28223.0,148375.0,44.800928174,0.1124995072726556,0.6354367594378617
Carroll County,TN,-0.8451691790243748,28020.0,94350.0,46.883032266,-0.047683784794208615,0.5141788769238176
Garvin County,OK,0.7777578663594473,27811.0,75440.0,34.674328158,0.020287621982537238,0.4595546268887728
Monroe County,GA,0.6953666537865791,27520.0,207002.0,69.478880956,0.26099706744868034,0.5762693795498157
Wyoming County,PA,-0.43327532432373206,27046.0,175181.0,68.073589652,-0.03538055496112419,0.8515140305448397
Bradford County,FL,0.48662496324629656,27732.0,141082.0,94.338220672,0.0639963167587477,1.0634470250979933
Montgomery County,NC,0.5573955195343436,27271.0,120404.0,55.482487794,0.014093410679756061,0.7512035488328122
Henry County,OH,-0.60704467819854,27086.0,129666.0,65.108977533,-0.0716660383178531,0.4361058810499502
Carter County,KY,-0.37357412518933786,27004.0,81121.0,65.944637267,0.004837389298206445,0.3317737063304439
Peach County,GA,0.25774002504037596,27297.0,141373.0,181.65730499,0.1435214276737464,0.42134842757178476
Hardee County,FL,0.3142447541429076,27245.0,119541.0,42.731756899,0.017781762486458217,1.1075634696755994
Mineral County,WV,0.35403242786647343,26940.0,121220.0,82.1673658,-0.00421379463295631,0.5472194212924554
Toombs County,GA,0.4067933628118224,26887.0,110066.0,73.863713594,0.02869495351417531,0.5984721960004067
Logan County,KY,0.5454919391476267,26989.0,108824.0,48.874292477,0.01256847002326105,0.3844411933083137
Ashe County,NC,0.9127465047339,27109.0,202410.0,63.776792083,0.1073937908496732,1.2813958206532765
White County,TN,0.9116011633738823,27107.0,130366.0,71.96327623,0.1704231433506045,0.765878767355232
Decatur County,GA,-0.2845838682359223,26575.0,105362.0,44.501432126,-0.058392091556531904,0.25668825514962845
Lewis County,NY,-0.2513022990674517,26447.0,131384.0,20.748573274,-0.020082255733817483,1.192473925740509
Currituck County,NC,0.8722438876110135,27072.0,370084.0,103.35277167,0.47982945227943585,0.7520262081502802
Grayson County,KY,0.8367978034512511,26321.0,104015.0,52.649604305,0.092429650535403,0.3592467722544561
Upson County,GA,0.039036931086215976,26215.0,86744.0,81.043890723,-0.05517912491890723,0.3111840016929425
King George County,VA,0.8135472268170277,26575.0,312452.0,147.98009823,0.5709978718373138,0.853533525932693
Montezuma County,CO,0.8793496948503814,26158.0,276497.0,12.889976505,0.09690946450287248,0.9238187346492907
Lauderdale County,TN,-0.18048615022000086,25825.0,77751.0,54.717794891,-0.047329201711671834,0.3025581745991858
Saint Francis County,AR,-0.16326004952614362,25439.0,52027.0,40.073839601,-0.1325149190110827,0.15121810899918128
McNairy County,TN,0.7651717724716662,25832.0,96758.0,45.895670768,0.04663506340910012,0.5955082118593761
Hart County,GA,0.5317236220810572,26099.0,178694.0,112.29182638,0.13247418207064132,0.4910923640490316
Stephens County,GA,0.3246287744505605,26035.0,120403.0,145.32497495,0.021701593281532063,0.43328373311112434
